Time,Heart Rate,Respiration Rate,Location
69629,75,13,"[49, 62]"
69630,89,13,"[-19, 50]"
69631,69,14,"[64, 58]"
69632,74,15,"[-15, 13]"
69633,88,14,"[-93, 91]"
69634,83,13,"[-27, 18]"
69635,85,16,"[11, -35]"
69636,80,14,"[-78, -6]"
69637,78,13,"[39, 23]"
69638,88,14,"[-37, -37]"
69639,89,14,"[-62, -38]"
69640,86,13,"[92, -33]"
69641,72,16,"[16, 4]"
69642,83,15,"[86, 11]"
69643,83,13,"[-95, 100]"
69644,72,14,"[-40, 95]"
69645,77,16,"[45, -86]"
69646,80,15,"[56, 32]"
69647,81,14,"[-81, 90]"
69648,85,14,"[-45, -17]"
69649,72,16,"[6, -48]"
69650,78,15,"[65, 27]"
69651,72,16,"[92, -83]"
69652,65,13,"[-25, -9]"
69653,79,13,"[-95, -6]"
69654,86,16,"[37, 67]"
69655,66,14,"[15, 84]"
69656,90,16,"[62, 80]"
69657,84,16,"[-1, 13]"
69658,84,14,"[-6, -100]"
69659,71,13,"[-70, -24]"
69660,74,14,"[-26, -70]"
69661,79,13,"[51, 4]"
69662,81,16,"[96, -60]"
69663,65,14,"[-22, 9]"
69664,69,13,"[-43, 89]"
69665,67,13,"[-90, 3]"
69666,85,16,"[48, 57]"
69667,80,14,"[52, 63]"
69668,67,15,"[-51, -92]"
69669,68,13,"[20, -83]"
69670,72,13,"[-11, 41]"
69671,80,14,"[74, 22]"
69672,75,13,"[92, 8]"
69673,82,14,"[-43, -87]"
69674,75,14,"[-11, 54]"
69675,67,13,"[-38, -70]"
69676,76,13,"[0, 49]"
69677,67,16,"[-33, 34]"
69678,88,13,"[20, 56]"
69679,80,16,"[82, -52]"
69680,78,15,"[85, -73]"
69681,71,15,"[-39, -72]"
69682,87,15,"[-16, 39]"
69683,78,13,"[-79, -93]"
69684,86,14,"[-68, -24]"
69685,78,13,"[-13, -32]"
69686,75,13,"[-57, -67]"
69687,76,13,"[-75, -27]"
69688,77,16,"[5, -49]"
69689,85,15,"[-31, 20]"
69690,70,15,"[-17, -79]"
69691,84,16,"[-87, -68]"
69692,87,14,"[-88, 63]"
69693,87,16,"[57, -44]"
69694,79,14,"[-20, -2]"
69695,90,15,"[54, -28]"
69696,72,16,"[10, -51]"
69697,69,15,"[49, 89]"
69698,72,16,"[1, 38]"
69699,87,15,"[-100, -87]"
69700,86,15,"[87, 57]"
69701,65,16,"[83, 38]"
69702,66,16,"[65, 62]"
69703,90,16,"[-39, -41]"
69704,80,14,"[-37, 85]"
69705,84,14,"[-88, -87]"
69706,87,13,"[-91, 22]"
69707,69,14,"[-50, 35]"
69708,79,14,"[86, -79]"
69709,75,16,"[41, 78]"
69710,77,13,"[-61, -7]"
69711,89,16,"[-20, -6]"
69712,77,16,"[76, -38]"
69713,66,14,"[-76, 34]"
69714,88,16,"[44, 22]"
69715,65,13,"[-1, 80]"
69716,65,15,"[-48, -71]"
69717,71,16,"[-14, 7]"
69718,74,13,"[21, 33]"
69719,74,13,"[45, 90]"
69720,79,15,"[35, 42]"
69721,76,13,"[-79, 70]"
69722,73,16,"[13, 66]"
69723,89,16,"[17, 74]"
69724,85,15,"[47, -89]"
69725,69,14,"[59, 80]"
69726,70,15,"[-33, -17]"
69727,79,14,"[35, -75]"
69728,88,13,"[-89, 7]"
69729,89,16,"[-89, -80]"
69730,73,14,"[71, -47]"
69731,68,16,"[60, 18]"
69732,82,13,"[-56, 12]"
69733,80,16,"[-76, -58]"
69734,80,14,"[4, -23]"
69735,82,14,"[58, 79]"
69736,89,16,"[-13, 35]"
69737,71,14,"[-71, 70]"
69738,76,16,"[28, -5]"
69739,78,15,"[-74, 52]"
69740,84,13,"[-48, 27]"
69741,71,15,"[38, -38]"
69742,71,14,"[-63, -53]"
69743,90,16,"[-9, -81]"
69744,66,16,"[86, -28]"
69745,84,15,"[-32, -9]"
69746,73,14,"[-73, -96]"
69747,83,14,"[62, 49]"
69748,89,15,"[5, 65]"
69749,75,13,"[-50, 7]"
69750,90,16,"[46, 44]"
69751,69,15,"[-34, 56]"
69752,74,14,"[35, -72]"
69753,69,13,"[-32, -94]"
69754,81,15,"[30, -66]"
69755,80,15,"[-19, -88]"
69756,77,16,"[-75, 14]"
69757,77,16,"[81, 0]"
69758,71,14,"[-12, -8]"
69759,89,16,"[-51, 22]"
69760,77,16,"[31, 71]"
69761,71,15,"[-74, -17]"
69762,84,15,"[-38, -39]"
69763,88,14,"[35, 54]"
69764,85,16,"[14, -66]"
69765,90,16,"[12, 7]"
69766,89,15,"[72, -51]"
69767,69,13,"[-73, -75]"
69768,80,14,"[29, -54]"
69769,89,14,"[-46, 54]"
69770,70,15,"[23, 65]"
69771,76,16,"[50, 23]"
69772,69,16,"[-8, -55]"
69773,73,13,"[-70, 55]"
69774,76,15,"[50, 20]"
69775,65,14,"[35, 57]"
69776,72,16,"[13, 41]"
69777,65,14,"[83, 75]"
69778,83,14,"[86, -89]"
69779,83,15,"[49, -77]"
69780,70,14,"[48, 16]"
69781,72,16,"[-97, 69]"
69782,74,13,"[-16, 71]"
69783,67,13,"[28, -44]"
69784,69,14,"[22, -85]"
69785,83,13,"[-94, -67]"
69786,67,13,"[-35, 36]"
69787,90,16,"[98, -23]"
69788,81,13,"[38, -39]"
69789,81,13,"[-95, 71]"
69790,75,14,"[-34, 41]"
69791,84,16,"[83, -82]"
69792,66,14,"[63, 49]"
69793,79,15,"[-78, -56]"
69794,87,16,"[66, -27]"
69795,90,15,"[27, -70]"
69796,81,13,"[94, -84]"
69797,67,16,"[37, -31]"
69798,67,14,"[91, 24]"
69799,90,14,"[35, -18]"
69800,76,14,"[-24, 6]"
69801,71,13,"[80, -44]"
69802,79,13,"[-17, 0]"
69803,65,14,"[-11, -58]"
69804,84,14,"[74, 82]"
69805,75,14,"[98, -7]"
69806,70,14,"[42, 94]"
69807,73,13,"[-30, -27]"
69808,74,13,"[100, -100]"
69809,77,15,"[87, -63]"
69810,84,15,"[-46, 94]"
69811,75,14,"[-23, -87]"
69812,73,14,"[-86, 11]"
69813,86,15,"[71, -82]"
69814,89,16,"[-97, 16]"
69815,69,14,"[-79, 86]"
69816,68,15,"[-40, -12]"
69817,89,16,"[-17, -67]"
69818,69,13,"[-97, -96]"
69819,82,14,"[-71, 45]"
69820,86,16,"[-17, -76]"
69821,74,16,"[-49, -72]"
69822,86,13,"[28, -46]"
69823,82,14,"[28, 38]"
69824,65,14,"[74, 89]"
69825,82,13,"[-2, -54]"
69826,85,14,"[55, -23]"
69827,88,16,"[-99, 23]"
69828,83,16,"[-43, 46]"
69829,86,14,"[-23, 4]"
69830,69,13,"[44, -63]"
69831,78,13,"[-32, -43]"
69832,80,15,"[-24, 36]"
69833,87,13,"[42, 64]"
69834,68,13,"[74, 41]"
69835,77,15,"[-4, -13]"
69836,89,13,"[-56, -51]"
69837,90,14,"[38, 99]"
69838,84,15,"[-82, -81]"
69839,88,14,"[70, -49]"
69840,80,16,"[78, 50]"
69841,86,13,"[98, -41]"
69842,81,13,"[10, 86]"
69843,85,14,"[83, -25]"
69844,68,15,"[-77, -46]"
69845,80,16,"[-79, -72]"
69846,76,16,"[-10, 78]"
69847,82,16,"[-49, 78]"
69848,76,16,"[26, 87]"
69849,78,15,"[26, 45]"
69850,73,14,"[-90, -99]"
69851,78,14,"[39, -96]"
69852,82,15,"[22, 41]"
69853,68,15,"[59, 34]"
69854,68,15,"[42, -92]"
69855,72,15,"[-11, 14]"
69856,81,13,"[-16, -40]"
69857,70,16,"[5, 17]"
69858,74,16,"[15, -47]"
69859,66,14,"[-25, -47]"
69860,68,14,"[-58, 5]"
69861,78,13,"[3, 59]"
69862,73,14,"[42, -70]"
69863,85,14,"[35, -71]"
69864,70,16,"[74, 57]"
69865,68,15,"[15, 86]"
69866,74,14,"[-5, 100]"
69867,84,15,"[16, -1]"
69868,87,13,"[39, -68]"
69869,89,16,"[94, -13]"
69870,77,14,"[60, 33]"
69871,66,15,"[16, 8]"
69872,89,16,"[40, -71]"
69873,70,14,"[67, 3]"
69874,67,15,"[58, -66]"
69875,78,16,"[-46, 35]"
69876,81,13,"[10, 46]"
69877,69,13,"[-12, -16]"
69878,69,15,"[-68, -77]"
69879,81,15,"[4, 13]"
69880,75,15,"[28, -91]"
69881,85,14,"[-90, 32]"
69882,79,14,"[-96, 24]"
69883,88,15,"[-8, 43]"
69884,76,15,"[-70, -100]"
69885,88,13,"[-77, -82]"
69886,74,13,"[56, -52]"
69887,69,16,"[-25, 6]"
69888,86,16,"[66, -5]"
69889,78,16,"[-86, -49]"
69890,69,14,"[-48, 31]"
69891,69,13,"[-67, -10]"
69892,84,13,"[62, -12]"
69893,90,15,"[-53, 50]"
69894,68,13,"[32, 40]"
69895,69,15,"[-98, 3]"
69896,83,16,"[8, -75]"
69897,78,15,"[73, -8]"
69898,73,14,"[-47, -82]"
69899,76,15,"[-90, 98]"
69900,71,13,"[17, 3]"
69901,71,13,"[-5, 98]"
69902,69,15,"[65, -56]"
69903,81,13,"[-76, 97]"
69904,77,13,"[-57, 67]"
69905,76,16,"[2, -40]"
69906,69,16,"[-82, -58]"
69907,83,16,"[-76, 31]"
69908,76,16,"[-99, 22]"
69909,71,13,"[-63, 28]"
69910,78,16,"[-47, -39]"
69911,86,16,"[49, -90]"
69912,90,13,"[-35, -79]"
69913,66,13,"[-74, 32]"
69914,83,13,"[-93, 42]"
69915,90,15,"[-81, 15]"
69916,76,14,"[-36, 52]"
69917,66,16,"[17, 94]"
69918,75,13,"[-29, 27]"
69919,69,13,"[52, -9]"
69920,87,16,"[24, 29]"
69921,89,13,"[47, 44]"
69922,84,13,"[33, 51]"
69923,83,16,"[-38, 66]"
69924,77,15,"[-68, 96]"
69925,73,13,"[-59, 60]"
69926,82,13,"[-41, 56]"
69927,74,13,"[-91, -66]"
69928,88,14,"[-79, -13]"
69929,78,13,"[-20, 73]"
69930,84,13,"[-50, 52]"
69931,77,15,"[-71, 32]"
69932,71,13,"[82, 66]"
69933,82,13,"[-22, 77]"
69934,75,15,"[1, 47]"
69935,77,16,"[44, 70]"
69936,82,13,"[94, -74]"
69937,74,13,"[51, -23]"
69938,69,15,"[-73, -4]"
69939,81,14,"[-63, -56]"
69940,78,15,"[-70, -88]"
69941,67,16,"[69, -82]"
69942,70,15,"[91, 25]"
69943,72,16,"[19, 48]"
69944,66,16,"[-1, 47]"
69945,69,15,"[-44, -93]"
69946,90,13,"[-78, 13]"
69947,69,15,"[96, 88]"
69948,90,15,"[42, -5]"
69949,85,13,"[-36, -89]"
69950,66,13,"[59, 52]"
69951,76,14,"[93, 0]"
69952,72,14,"[-66, 98]"
69953,66,14,"[35, -37]"
69954,83,15,"[6, -96]"
69955,75,14,"[16, -65]"
69956,85,13,"[69, -36]"
69957,75,15,"[55, -96]"
69958,74,15,"[49, -32]"
69959,82,14,"[35, 45]"
69960,74,13,"[82, 70]"
69961,66,16,"[22, 56]"
69962,75,16,"[-92, -34]"
69963,87,14,"[-5, 2]"
69964,81,14,"[77, -89]"
69965,79,14,"[29, -25]"
69966,69,16,"[-31, -96]"
69967,72,13,"[-65, -55]"
69968,67,15,"[55, 35]"
69969,66,14,"[55, 77]"
69970,85,13,"[99, 41]"
69971,76,16,"[40, 81]"
69972,74,14,"[-71, 43]"
69973,88,15,"[-51, -12]"
69974,74,15,"[-98, 81]"
69975,72,15,"[77, -88]"
69976,83,16,"[12, 78]"
69977,81,14,"[69, 54]"
69978,87,15,"[-36, -46]"
69979,78,13,"[-99, 54]"
69980,83,14,"[-32, 47]"
69981,88,16,"[-42, -54]"
69982,84,13,"[-74, -42]"
69983,66,16,"[-63, -76]"
69984,83,14,"[-18, 87]"
69985,70,16,"[65, 47]"
69986,84,14,"[98, -42]"
69987,86,13,"[64, -55]"
69988,73,16,"[-63, -79]"
69989,65,13,"[-56, -42]"
69990,80,13,"[-60, -46]"
69991,79,14,"[81, 81]"
69992,87,13,"[-87, 85]"
69993,80,14,"[46, -51]"
69994,67,13,"[5, 51]"
69995,77,13,"[77, 75]"
69996,77,16,"[93, 51]"
69997,86,13,"[-4, -48]"
69998,87,15,"[18, -11]"
69999,80,16,"[-97, -19]"
70000,75,13,"[-39, 94]"
70001,68,15,"[97, -69]"
70002,74,14,"[53, -79]"
70003,75,14,"[96, 13]"
70004,84,16,"[92, -73]"
70005,71,16,"[-89, -74]"
70006,74,16,"[79, 23]"
70007,84,15,"[-43, 1]"
70008,65,16,"[-47, 85]"
70009,90,14,"[32, 63]"
70010,85,14,"[-32, -56]"
70011,67,14,"[49, -23]"
70012,81,15,"[-54, -81]"
70013,73,15,"[22, -81]"
70014,84,13,"[80, -100]"
70015,74,15,"[-13, 29]"
70016,77,15,"[7, -50]"
70017,76,13,"[69, -11]"
70018,90,13,"[17, 69]"
70019,88,14,"[75, 27]"
70020,71,15,"[5, 65]"
70021,87,16,"[44, -92]"
70022,74,14,"[4, 17]"
70023,85,14,"[-72, -52]"
70024,73,13,"[-28, -32]"
70025,74,15,"[-38, 90]"
70026,85,16,"[11, 29]"
70027,71,13,"[15, 69]"
70028,87,13,"[3, 40]"
70029,67,15,"[79, -70]"
70030,77,16,"[31, -23]"
70031,73,16,"[4, -7]"
70032,69,14,"[-31, -56]"
70033,89,14,"[-52, 9]"
70034,89,13,"[90, 94]"
70035,83,13,"[57, -16]"
70036,72,14,"[87, 56]"
70037,90,14,"[-8, 78]"
70038,76,15,"[-30, 52]"
70039,67,14,"[14, -14]"
70040,68,13,"[-43, 95]"
70041,69,15,"[-72, -11]"
70042,82,15,"[-83, -6]"
70043,88,14,"[47, -23]"
70044,76,15,"[11, 38]"
70045,73,16,"[61, -52]"
70046,67,14,"[48, 4]"
70047,72,13,"[57, 7]"
70048,65,13,"[-41, -11]"
70049,75,14,"[92, 47]"
70050,78,14,"[-41, 38]"
70051,81,15,"[-67, 84]"
70052,83,13,"[13, -52]"
70053,65,15,"[3, -40]"
70054,70,15,"[-95, 87]"
70055,82,13,"[75, 17]"
70056,86,14,"[-1, 45]"
70057,78,13,"[-39, -1]"
70058,82,13,"[-37, -86]"
70059,65,14,"[52, 82]"
70060,75,16,"[-47, -59]"
70061,88,14,"[-79, -83]"
70062,78,16,"[-31, -55]"
70063,80,13,"[-79, 72]"
70064,77,15,"[-70, 98]"
70065,78,15,"[-77, 52]"
70066,85,15,"[-4, -77]"
70067,88,14,"[44, -57]"
70068,71,14,"[28, 78]"
70069,71,15,"[-93, -24]"
70070,86,14,"[2, -51]"
70071,72,16,"[-61, -87]"
70072,74,13,"[55, 36]"
70073,88,15,"[53, 42]"
70074,66,15,"[-71, -41]"
70075,80,15,"[96, -75]"
70076,85,15,"[30, -98]"
70077,78,14,"[-33, -51]"
70078,65,16,"[35, 54]"
70079,72,14,"[-74, 16]"
70080,65,16,"[-71, 22]"
70081,90,14,"[-57, -78]"
70082,90,13,"[-48, -55]"
70083,88,14,"[71, 40]"
70084,71,13,"[-71, -81]"
70085,76,14,"[71, 62]"
70086,66,13,"[94, -57]"
70087,82,13,"[-13, -53]"
70088,69,15,"[-92, -7]"
70089,78,16,"[-40, 51]"
70090,88,13,"[-80, -55]"
70091,71,15,"[58, 7]"
70092,67,14,"[17, 58]"
70093,78,16,"[-26, 2]"
70094,78,16,"[-7, -99]"
70095,85,15,"[-34, 8]"
70096,65,13,"[-65, 55]"
70097,87,13,"[-76, 27]"
70098,84,13,"[-23, 84]"
70099,84,16,"[-43, 52]"
70100,80,15,"[37, -39]"
70101,85,15,"[80, 23]"
70102,75,15,"[-83, 12]"
70103,88,16,"[34, -99]"
70104,81,13,"[60, 7]"
70105,79,14,"[95, -55]"
70106,68,16,"[-65, -7]"
70107,66,15,"[-8, 42]"
70108,71,15,"[23, 73]"
70109,89,13,"[75, 20]"
70110,81,16,"[-62, -86]"
70111,82,16,"[27, -25]"
70112,81,14,"[11, -96]"
70113,89,16,"[6, -77]"
70114,88,13,"[-67, -97]"
70115,72,16,"[-91, 20]"
70116,81,14,"[57, -77]"
70117,85,14,"[8, -24]"
70118,79,14,"[42, 79]"
70119,67,13,"[-51, 44]"
70120,90,14,"[-62, 46]"
70121,89,16,"[-67, 73]"
70122,89,13,"[63, -38]"
70123,68,16,"[59, -59]"
70124,81,13,"[-49, 55]"
70125,82,16,"[-2, -69]"
70126,79,13,"[-98, 32]"
70127,80,16,"[20, -95]"
70128,65,16,"[-49, 55]"
70129,73,13,"[9, -75]"
70130,84,13,"[-46, 91]"
70131,87,14,"[-66, 55]"
70132,84,13,"[45, -71]"
70133,78,16,"[21, -21]"
70134,84,16,"[10, -19]"
70135,77,16,"[88, 30]"
70136,68,15,"[45, -76]"
70137,82,14,"[97, 15]"
70138,75,13,"[86, -79]"
70139,67,13,"[49, 4]"
70140,69,15,"[-84, -64]"
70141,88,14,"[55, -13]"
70142,68,16,"[90, -67]"
70143,85,16,"[-24, -21]"
70144,66,13,"[-31, 93]"
70145,81,15,"[15, 49]"
70146,68,15,"[32, 47]"
70147,87,16,"[8, -75]"
70148,82,14,"[45, -47]"
70149,86,15,"[-75, 4]"
70150,84,13,"[-10, -25]"
70151,87,16,"[4, -30]"
70152,84,15,"[5, -24]"
70153,84,15,"[97, -48]"
70154,76,14,"[-8, 64]"
70155,83,14,"[-100, 89]"
70156,71,16,"[77, 85]"
70157,66,14,"[-62, -46]"
70158,89,14,"[89, 10]"
70159,73,13,"[20, 40]"
70160,89,14,"[-22, -51]"
70161,85,15,"[-90, 38]"
70162,79,16,"[90, 59]"
70163,84,16,"[60, -59]"
70164,83,16,"[-46, -70]"
70165,77,16,"[-80, 61]"
70166,88,14,"[53, 4]"
70167,67,16,"[97, -41]"
70168,67,15,"[-52, 82]"
70169,66,14,"[33, -10]"
70170,74,13,"[8, 68]"
70171,85,15,"[3, 5]"
70172,80,13,"[-60, -52]"
70173,72,14,"[-36, -31]"
70174,67,15,"[-22, 3]"
70175,78,13,"[-49, -18]"
70176,72,15,"[-48, 78]"
70177,78,15,"[-26, -56]"
70178,84,13,"[-39, -18]"
70179,90,15,"[12, -94]"
70180,90,16,"[3, 26]"
70181,90,13,"[-3, 25]"
70182,86,14,"[-46, -37]"
70183,89,15,"[22, -65]"
70184,76,14,"[4, -37]"
70185,69,14,"[100, -60]"
70186,68,14,"[-18, -43]"
70187,86,13,"[99, 12]"
70188,80,13,"[-93, -15]"
70189,85,15,"[-39, 13]"
70190,82,14,"[36, 48]"
70191,73,13,"[99, 20]"
70192,90,15,"[-61, -84]"
70193,75,13,"[-4, 10]"
70194,71,16,"[60, 3]"
70195,84,14,"[-33, -92]"
70196,88,15,"[55, -61]"
70197,88,14,"[-46, 99]"
70198,66,15,"[-41, -95]"
70199,67,13,"[57, -10]"
70200,85,16,"[-80, 73]"
70201,75,16,"[60, -5]"
70202,76,14,"[-10, 15]"
70203,79,16,"[38, -81]"
70204,75,15,"[-85, 10]"
70205,69,16,"[-6, -17]"
70206,89,14,"[93, -51]"
70207,80,15,"[-77, 34]"
70208,90,15,"[-26, 24]"
70209,78,15,"[-65, 70]"
70210,70,16,"[63, 55]"
70211,71,15,"[-25, -67]"
70212,87,13,"[88, -62]"
70213,71,16,"[12, 35]"
70214,82,13,"[48, 21]"
70215,67,16,"[-67, 6]"
70216,73,13,"[-22, -44]"
70217,72,14,"[38, 40]"
70218,71,15,"[-99, 97]"
70219,79,14,"[-77, 16]"
70220,65,15,"[59, 72]"
70221,76,15,"[98, 11]"
70222,69,15,"[-62, 71]"
70223,68,16,"[14, -32]"
70224,84,14,"[-39, -45]"
70225,82,16,"[49, -79]"
70226,70,15,"[-40, -33]"
70227,76,14,"[90, -44]"
70228,88,16,"[54, 13]"
70229,72,13,"[-11, 35]"
70230,88,14,"[-59, 88]"
70231,66,15,"[60, -98]"
70232,68,13,"[-57, -24]"
70233,88,14,"[-33, -3]"
70234,90,16,"[-21, -96]"
70235,86,13,"[5, -33]"
70236,74,16,"[5, 49]"
70237,88,15,"[-19, 38]"
70238,82,16,"[-100, -33]"
70239,76,15,"[78, 94]"
70240,71,14,"[-7, -70]"
70241,76,14,"[1, 98]"
70242,65,15,"[80, 67]"
70243,74,14,"[-93, 74]"
70244,65,15,"[14, -74]"
70245,74,13,"[53, 67]"
70246,87,14,"[35, -75]"
70247,79,14,"[26, -77]"
70248,65,13,"[-1, 11]"
70249,79,16,"[16, 15]"
70250,65,14,"[75, 40]"
70251,72,14,"[7, 33]"
70252,71,13,"[7, -54]"
70253,67,15,"[71, 71]"
70254,77,15,"[13, 87]"
70255,67,13,"[73, -6]"
70256,75,14,"[-82, 74]"
70257,78,13,"[-38, -29]"
70258,86,14,"[-79, -53]"
70259,76,15,"[-58, 33]"
70260,69,13,"[66, -30]"
70261,84,14,"[42, 62]"
70262,87,16,"[37, -94]"
70263,66,13,"[-62, -43]"
70264,89,14,"[83, -34]"
70265,70,16,"[25, -39]"
70266,81,14,"[-43, 89]"
70267,71,15,"[-15, 55]"
70268,75,15,"[53, 65]"
70269,67,16,"[40, -78]"
70270,67,14,"[23, -57]"
70271,73,16,"[-26, 34]"
70272,79,13,"[-41, 47]"
70273,87,15,"[21, 74]"
70274,71,16,"[25, -85]"
70275,81,14,"[45, -37]"
70276,69,13,"[-19, 46]"
70277,85,13,"[81, 5]"
70278,78,15,"[-42, 89]"
70279,84,15,"[69, 23]"
70280,74,13,"[90, 80]"
70281,66,15,"[-72, -49]"
70282,82,15,"[-91, 21]"
70283,77,16,"[20, -69]"
70284,85,15,"[91, 71]"
70285,79,13,"[-79, 40]"
70286,72,14,"[23, -1]"
70287,85,16,"[-77, -16]"
70288,86,16,"[11, -37]"
70289,90,14,"[4, 57]"
70290,65,14,"[85, -95]"
70291,72,15,"[-38, 27]"
70292,89,15,"[-91, 6]"
70293,74,14,"[-71, -30]"
70294,75,13,"[23, 35]"
70295,73,16,"[76, -65]"
70296,88,13,"[8, -41]"
70297,88,14,"[-46, 77]"
70298,66,13,"[-32, -49]"
70299,65,14,"[-94, 74]"
70300,65,13,"[-57, 86]"
70301,75,16,"[92, 48]"
70302,68,16,"[-67, -36]"
70303,68,15,"[24, -11]"
70304,68,15,"[-2, 30]"
70305,86,16,"[-99, -98]"
70306,83,15,"[-71, -43]"
70307,66,15,"[-11, 2]"
70308,72,15,"[33, 21]"
70309,83,15,"[25, 52]"
70310,82,13,"[24, 15]"
70311,84,14,"[21, -48]"
70312,68,16,"[6, -22]"
70313,86,14,"[-54, -57]"
70314,83,15,"[97, 21]"
70315,81,15,"[86, 86]"
70316,65,14,"[13, -4]"
70317,82,15,"[-27, 48]"
70318,76,13,"[60, -7]"
70319,90,14,"[-82, -93]"
70320,83,13,"[-84, -38]"
70321,73,14,"[68, -63]"
70322,90,14,"[-39, 24]"
70323,85,15,"[-31, -93]"
70324,86,14,"[27, 20]"
70325,68,15,"[-31, -30]"
70326,86,15,"[-37, -23]"
70327,72,16,"[-86, -72]"
70328,84,14,"[-45, -96]"
70329,74,15,"[-69, -43]"
70330,70,15,"[77, 24]"
70331,65,15,"[-76, 58]"
70332,84,14,"[56, 57]"
70333,75,14,"[99, -74]"
70334,82,13,"[51, 94]"
70335,69,15,"[-16, 38]"
70336,83,15,"[59, -17]"
70337,74,16,"[86, -89]"
70338,74,13,"[-100, 32]"
70339,89,13,"[-36, -56]"
70340,81,16,"[90, 29]"
70341,85,16,"[42, 87]"
70342,71,13,"[-11, -8]"
70343,70,15,"[-35, -45]"
70344,83,14,"[50, 30]"
70345,72,15,"[85, 10]"
70346,78,15,"[88, -44]"
70347,70,16,"[-90, -89]"
70348,83,13,"[-26, -40]"
70349,90,14,"[62, 79]"
70350,88,15,"[1, 28]"
70351,65,16,"[-72, -65]"
70352,77,16,"[-56, 94]"
70353,90,14,"[1, 35]"
70354,86,15,"[-44, 100]"
70355,81,15,"[-12, -24]"
70356,84,16,"[-28, -19]"
70357,65,16,"[-90, -38]"
70358,77,13,"[-6, 37]"
70359,81,14,"[86, 28]"
70360,75,13,"[71, 23]"
70361,69,14,"[-51, -97]"
70362,77,13,"[94, -63]"
70363,78,16,"[-51, 5]"
70364,70,13,"[6, 33]"
70365,82,13,"[-38, 6]"
70366,85,15,"[91, 8]"
70367,75,15,"[-56, -20]"
70368,78,13,"[-87, -88]"
70369,75,13,"[-40, -27]"
70370,71,16,"[-65, 92]"
70371,69,15,"[-6, -12]"
70372,74,13,"[-60, -47]"
70373,80,13,"[-21, 26]"
70374,89,14,"[-82, 74]"
70375,84,15,"[-29, -88]"
70376,73,16,"[-59, -5]"
70377,76,13,"[-3, 55]"
70378,89,14,"[-79, 50]"
70379,71,14,"[-42, 85]"
70380,79,16,"[-20, 22]"
70381,77,15,"[-7, -52]"
70382,83,14,"[41, -64]"
70383,78,15,"[60, -51]"
70384,79,13,"[97, 55]"
70385,84,14,"[64, 44]"
70386,70,15,"[95, -25]"
70387,82,14,"[10, -39]"
70388,78,14,"[59, 88]"
70389,79,15,"[49, -61]"
70390,83,13,"[-94, -67]"
70391,84,15,"[-85, 16]"
70392,77,13,"[18, -27]"
70393,89,16,"[-10, -4]"
70394,88,13,"[-68, 48]"
70395,71,15,"[-85, 15]"
70396,90,16,"[58, -3]"
70397,75,15,"[-34, -40]"
70398,83,15,"[65, -73]"
70399,77,16,"[6, -33]"
70400,76,16,"[-65, 35]"
70401,67,13,"[-15, 48]"
70402,79,14,"[-76, 23]"
70403,82,14,"[85, 49]"
70404,75,16,"[-78, 0]"
70405,88,16,"[-20, -52]"
70406,75,14,"[4, 88]"
70407,90,14,"[71, 12]"
70408,88,16,"[27, 78]"
70409,75,14,"[-24, 1]"
70410,79,14,"[41, -23]"
70411,81,14,"[-65, -82]"
70412,66,13,"[-82, -90]"
70413,69,16,"[-90, 9]"
70414,66,15,"[96, 72]"
70415,65,14,"[-92, -10]"
70416,73,14,"[-72, -96]"
70417,73,15,"[10, -81]"
70418,77,15,"[-16, 32]"
70419,72,16,"[-94, 81]"
70420,83,14,"[-78, -49]"
70421,66,13,"[43, -25]"
70422,78,16,"[-60, 40]"
70423,75,16,"[81, 59]"
70424,88,13,"[-82, 85]"
70425,72,13,"[-64, 65]"
70426,90,16,"[89, -84]"
70427,75,15,"[9, -7]"
70428,85,15,"[15, 68]"
70429,72,14,"[-64, 5]"
70430,70,13,"[-80, -93]"
70431,71,16,"[-87, 50]"
70432,81,13,"[6, 5]"
70433,74,14,"[76, -30]"
70434,76,15,"[-84, -33]"
70435,83,15,"[-85, 45]"
70436,89,13,"[7, -57]"
70437,72,14,"[-32, -44]"
70438,81,15,"[85, 30]"
70439,83,15,"[-76, -47]"
70440,86,16,"[85, 54]"
70441,74,14,"[-62, 90]"
70442,67,14,"[96, -39]"
70443,87,15,"[29, -95]"
70444,87,16,"[48, 28]"
70445,65,13,"[7, 100]"
70446,78,14,"[-2, 78]"
70447,71,16,"[51, 18]"
70448,89,13,"[-89, -16]"
70449,80,16,"[-61, -62]"
70450,79,13,"[-37, 48]"
70451,73,14,"[-47, 50]"
70452,90,14,"[-23, 9]"
70453,81,13,"[-64, 17]"
70454,65,13,"[9, -79]"
70455,85,15,"[-8, -42]"
70456,77,13,"[28, -2]"
70457,88,14,"[-23, -51]"
70458,88,15,"[56, -28]"
70459,69,16,"[100, 28]"
70460,90,15,"[-53, 14]"
70461,73,14,"[-58, -63]"
70462,81,13,"[86, -13]"
70463,65,14,"[-14, -34]"
70464,86,14,"[82, 6]"
70465,88,16,"[8, 76]"
70466,68,15,"[-48, -84]"
70467,80,14,"[-99, -29]"
70468,89,13,"[51, 71]"
70469,74,16,"[-83, 9]"
70470,79,14,"[65, 16]"
70471,88,15,"[-24, -6]"
70472,82,16,"[75, -6]"
70473,70,16,"[-5, 58]"
70474,89,15,"[14, 93]"
70475,66,13,"[19, 11]"
